TopicType,Title,LiveUrl,PageViews,PVs MoM,Visitors,OrganicSearchReferrals,PrimaryKPIScoreRank,PrimaryKPIScoreRank Change,ClickThroughRate,CopyTryScrollRate,BounceRate,ExitRate,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,MedianMaxScroll,DwellRate,CSATHelpfulRate,CSATResponseRate,CSATHelpfulRatings,CSATTotalResponses,RatingVerbatims,GitHubOpenIssueCount,GitHubTotalIssueCount,GitHubNewIssueCount,GitHubOpenIssuesLink,Freshness,LastCommitDateTime,LinesChanged,LastReviewed,MSAuthor,AcrolinxScore,AcrolinxClarity,PrimaryKPIScore,TopicKey
how-to,Deploy an IPv6 dual stack application using Standard Internal Load Balancer in Azure - PowerShell,https://docs.microsoft.com/en-us/azure/load-balancer/ipv6-dual-stack-standard-internal-load-balancer-powershell,35,-44.44%,28,17,1.414968408,-2.309959959,17.14%,53.57%,11.43%,48.57%,48.57%,2.86%,48.57%,0.00%,0.00%,4%,0%,54%,7,1.85%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-02-17,2,2019-10-14,kumud,,,0.592857143,5ecea152-6996-3195-76c2-595bcc719e8c
how-to,Excluding elements from dynamic membership in Azure Virtual Network Manager (Preview),https://docs.microsoft.com/en-us/azure/virtual-network-manager/how-to-exclude-elements,35,-76.97%,25,8,8.801281481,8.272986352,25.71%,84.00%,22.86%,51.43%,22.86%,5.71%,71.43%,0.00%,0.00%,8%,0%,84%,38,7.78%,0.00%,0.00%,0,0,0,0,1,,,91-365 days,2021-10-28,3,2021-11-02,duau,92.00,0.00,0.868571429,927c89cf-1838-1c3f-3ef6-db030b743af7
article,Azure CLI Samples for Traffic Manager,https://docs.microsoft.com/en-us/azure/traffic-manager/cli-samples,34,9.68%,26,2,88.55721393,-3.905097627,70.59%,42.31%,5.88%,11.76%,5.88%,14.71%,79.41%,0.00%,0.00%,4%,0%,42%,0,7.50%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-01-03,4,2018-10-23,allensu,,,1.235294118,07be1772-cf23-87ab-9124-162397ee37df
article,Azure CLI script sample - Create a network for multi-tier applications,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-cli-sample-multi-tier-application,33,17.86%,27,27,32.58055496,0.750199993,9.09%,88.89%,3.03%,54.55%,81.82%,6.06%,6.06%,0.00%,6.06%,30%,4%,89%,42,17.67%,0.00%,0.00%,0,0,0,,,,,> 365 days,2020-07-31,3,2017-07-07,kumud,91.00,0.00,0.949494949,ea006a3a-7370-bfdb-fd6e-2fb3150bdb5d
sample,Filter VM network traffic - Azure CLI script sample,https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-cli-sample-filter-network-traffic,30,36.36%,22,1,87.31496242,1.802349602,46.67%,90.91%,3.33%,23.33%,3.33%,0.00%,80.00%,16.67%,0.00%,14%,0%,91%,58,5.28%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-04-12,4,2022-02-03,mbender,,,1.342424242,9aa22c60-78b9-14ae-f405-939560ffda48
how-to,Configure routing preference for a public IP address using Azure CLI,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/routing-preference-cli,28,-9.68%,26,20,20.42360061,-17.61364868,28.57%,76.92%,10.71%,50.00%,71.43%,7.14%,17.86%,3.57%,0.00%,8%,0%,77%,35,20.00%,0.00%,0.00%,0,0,0,,,,,> 365 days,,,2021-02-22,allensu,86.00,0.00,0.947802198,d9bae54a-9fc6-ef22-1aac-54e80394839c
tutorial,Tutorial: Configure routing preference for a VM - Azure PowerShell,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/configure-routing-preference-virtual-machine-powershell,28,-15.15%,23,8,75.81578947,-10.68857676,39.29%,91.30%,7.14%,17.86%,28.57%,14.29%,53.57%,3.57%,0.00%,13%,0%,91%,57,14.17%,0.00%,0.00%,0,0,0,,,,,91-365 days,,,2021-10-01,allensu,99.00,0.00,1.23447205,a7de4764-f632-242a-bace-b2b48e25bfc2
tutorial,Tutorial: Configure routing preference for a VM - Azure CLI,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/configure-routing-preference-virtual-machine-cli,24,0.00%,21,3,66.42105263,-0.236793359,20.83%,95.24%,0.00%,4.17%,12.50%,0.00%,87.50%,0.00%,0.00%,14%,5%,95%,57,20.00%,0.00%,0.00%,0,0,0,,,,,91-365 days,,,2021-10-01,allensu,100.00,0.00,1.160714286,0a70b398-3e72-aae0-fbc1-464570888b50
article,Azure CLI script sample - Configure IPv6 frontend,https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-cli-sample-ipv6-dual-stack,22,-35.29%,17,3,89.95345165,14.57080894,63.64%,82.35%,0.00%,18.18%,13.64%,0.00%,86.36%,0.00%,0.00%,0%,0%,82%,10,1.88%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-04-12,4,2022-02-03,mbender,,,1.459893048,d3e7fe6b-86ce-e064-9e89-8e67ac0cda42
how-to,Azure PowerShell script sample - Configure IPv6 endpoints,https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-powershell-sample-ipv6-dual-stack,22,46.67%,17,13,42.34226217,31.15852291,13.64%,94.12%,4.55%,40.91%,59.09%,0.00%,40.91%,0.00%,0.00%,6%,0%,94%,29,6.39%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-04-12,4,2019-07-15,mbender,,,1.032085561,b63ea4ed-5830-377b-4f9e-23bc51e5eb93
how-to,Upgrade a public IP address - Azure PowerShell,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/public-ip-upgrade-powershell,22,-55.10%,15,12,90.29100294,34.38126082,31.82%,100.00%,0.00%,27.27%,54.55%,0.00%,45.45%,0.00%,0.00%,27%,7%,100%,49,25.83%,0.00%,0.00%,0,0,0,,,,,91-365 days,2022-02-11,6,2021-05-20,allensu,95.00,0.00,1.318181818,e8db117b-9371-26e2-b43c-f14622cbcf05
how-to,Configure routing preference for a public IP address - Azure PowerShell,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/routing-preference-powershell,21,-22.22%,19,9,87.7903355,68.57471945,28.57%,100.00%,0.00%,42.86%,42.86%,4.76%,52.38%,0.00%,0.00%,11%,0%,100%,49,22.50%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-01-01,1,2021-02-22,allensu,86.00,0.00,1.285714286,b2a4f795-3996-de16-fe25-3bbae107d9ba
tutorial,Tutorial: Configure routing preference for an Azure Kubernetes service - Azure CLI,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/routing-preference-azure-kubernetes-service-cli,18,-67.27%,15,8,31.10526316,0.515159956,16.67%,80.00%,0.00%,27.78%,44.44%,0.00%,55.56%,0.00%,0.00%,0%,0%,80%,53,25.00%,0.00%,0.00%,0,0,0,,,,,91-365 days,,,2021-10-01,allensu,96.00,0.00,0.966666667,2860cb5c-55a9-8922-4edf-fabddbdce4d7
article,Azure CLI Script Sample - Peer two virtual networks,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-cli-sample-peer-two-virtual-networks,17,21.43%,10,13,49.579749,-22.89594527,11.76%,90.00%,0.00%,58.82%,76.47%,23.53%,0.00%,0.00%,0.00%,40%,0%,90%,49,60.83%,0.00%,0.00%,0,0,0,0,1,,,> 365 days,2021-01-11,12,2017-07-07,kumud,,,1.017647059,dbb7fb8d-71fd-6631-7e6e-4fa53d856665
how-to,Upgrade a public IP address - Azure CLI,https://docs.microsoft.com/en-us/azure/virtual-network/ip-services/public-ip-upgrade-cli,17,-37.04%,16,7,28.52184747,-62.28223563,29.41%,75.00%,5.88%,41.18%,41.18%,5.88%,52.94%,0.00%,0.00%,6%,6%,75%,42,17.50%,0.00%,0.00%,0,0,0,,,,,91-365 days,2022-02-15,3,2021-05-20,allensu,,,0.985294118,d35cf167-fdd2-1839-6f50-e4d94df3626f
sample,Route traffic via NVA - Azure PowerShell script sample,https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-powershell-sample-route-traffic-through-nva,15,-37.50%,11,2,50.03416078,33.30192288,20.00%,90.91%,6.67%,20.00%,13.33%,26.67%,60.00%,0.00%,0.00%,9%,0%,91%,44,28.33%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-04-12,4,2018-03-20,mbender,,,1.042424242,62869084-9ea2-e9c8-8919-9e45468e0c44
article,Azure CLI script sample - Route traffic through a network virtual appliance,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-cli-sample-route-traffic-through-nva,14,-30.00%,12,13,55.87117785,41.47439806,14.29%,100.00%,7.14%,42.86%,92.86%,7.14%,0.00%,0.00%,0.00%,8%,0%,100%,62,13.33%,0.00%,0.00%,0,0,0,,,,,> 365 days,,,2017-07-07,kumud,,,1.071428571,11c7ea45-ab2f-7913-e519-c169119523f5
sample,Azure Policy Regulatory Compliance controls for Azure networking services,https://docs.microsoft.com/en-us/azure/networking/security-controls-policy,13,-40.91%,11,0,79.27579139,-7.208818652,53.85%,72.73%,0.00%,7.69%,0.00%,7.69%,92.31%,0.00%,0.00%,18%,0%,73%,3,1.92%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-03-11,2,2022-03-10,kumud,,,1.265734266,bcf8ccad-d246-6d8b-346b-a5e89c6761bd
sample,Filter VM network traffic - Azure PowerShell script sample,https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-powershell-sample-filter-network-traffic,12,33.33%,10,2,75.10817581,-18.24984316,33.33%,90.00%,0.00%,0.00%,16.67%,33.33%,50.00%,0.00%,0.00%,10%,0%,90%,57,17.92%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-04-12,4,2018-03-20,mbender,,,1.233333333,05624117-b75f-6f63-7121-a1710bf54102
article,Azure PowerShell Samples - Networking,https://docs.microsoft.com/en-us/azure/networking/powershell-samples,10,0.00%,8,0,14.92537313,0.855021376,30.00%,75.00%,0.00%,40.00%,0.00%,30.00%,70.00%,0.00%,0.00%,0%,0%,75%,16,10.00%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-01-01,1,2017-05-24,gwallace,,,0.2,fb4c5add-fee2-4e95-008b-7cee23fbcd0a
article,Azure CLI Samples - Networking,https://docs.microsoft.com/en-us/azure/networking/cli-samples,9,0.00%,6,1,51.24378109,-3.027575689,44.44%,50.00%,0.00%,11.11%,11.11%,33.33%,55.56%,0.00%,0.00%,0%,0%,50%,0,10.83%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-01-01,1,2017-04-25,kumud,,,0.777777778,82d32b2c-ef1d-0b34-cdb6-b6433f8d1aa2
how-to,Azure CLI script sample - Configure IPv6 frontend - Standard Load Balancer,https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-cli-sample-ipv6-dual-stack-standard-load-balancer,9,-40.00%,7,3,46.30239388,14.10325348,44.44%,71.43%,11.11%,22.22%,33.33%,0.00%,66.67%,0.00%,0.00%,0%,0%,71%,29,1.04%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-04-12,4,2022-02-03,mbender,83.00,0.00,1.047619048,7c9322e6-f877-0669-229b-e8cb694b68d1
how-to,How to block network traffic with Azure Virtual Network Manager (Preview) - Azure PowerShell,https://docs.microsoft.com/en-us/azure/virtual-network-manager/how-to-block-network-traffic-powershell,9,-35.71%,6,1,99.6440331,4.23751448,77.78%,100.00%,0.00%,0.00%,11.11%,0.00%,88.89%,0.00%,0.00%,17%,0%,100%,16,10.00%,0.00%,0.00%,0,0,0,,,,,91-365 days,2021-11-12,20,2021-11-02,duau,93.00,0.00,1.777777778,28629cbe-70ec-ffc1-d2b9-501eb6f9ed35
conceptual,Azure Virtual Network NAT Resource Health - Azure Virtual Network,https://docs.microsoft.com/en-us/azure/virtual-network/nat-gateway/resource-health,8,,3,0,99.23272304,99.23272304,87.50%,100.00%,0.00%,25.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0%,0%,100%,42,25.83%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-04-27,3,2022-04-25,allensu,,,1.875,24a65e78-0c1f-980b-cb2c-4eb163925542
how-to,Deploy IPv6 dual stack application - Basic Load Balancer - PowerShell,https://docs.microsoft.com/en-us/azure/load-balancer/basic/virtual-network-ipv4-ipv6-dual-stack-powershell,7,,4,5,0.56064786,0.56064786,0.00%,50.00%,14.29%,42.86%,71.43%,28.57%,0.00%,0.00%,0.00%,25%,0%,25%,0,28.15%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-03-31,17,2022-03-31,allensu,,,0.357142857,952da50d-e0a9-c253-179f-80009d2c48d9
article,Azure PowerShell script sample - Route traffic through a network virtual appliance,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-powershell-sample-route-traffic-through-nva,5,150.00%,5,3,38.45748968,-52.55547878,0.00%,100.00%,0.00%,40.00%,60.00%,0.00%,20.00%,20.00%,0.00%,0%,0%,100%,76,11.67%,0.00%,0.00%,0,0,0,,,,,> 365 days,2021-01-11,6,2017-05-16,kumud,,,1,42f1b303-2a70-e757-81cc-f1260abb9469
how-to,Create a mesh network topology with Azure Virtual Network Manager (Preview) - Azure PowerShell,https://docs.microsoft.com/en-us/azure/virtual-network-manager/how-to-create-mesh-network-powershell,5,-82.76%,5,2,94.94527009,94.81095777,60.00%,80.00%,0.00%,40.00%,40.00%,0.00%,60.00%,0.00%,0.00%,0%,0%,80%,19,13.33%,0.00%,0.00%,0,0,0,,,,,91-365 days,2021-11-12,10,2021-11-02,duau,87.00,0.00,1.4,567aa81c-35e1-8230-f459-e7b30ac08390
article,Azure PowerShell script sample - Configure IPv6 frontend with Standard Load Balancer(preview),https://docs.microsoft.com/en-us/azure/virtual-network/scripts/virtual-network-powershell-sample-ipv6-dual-stack-standard-load-balancer,3,-40.00%,3,2,38.45748968,1.194663235,0.00%,100.00%,0.00%,33.33%,66.67%,0.00%,33.33%,0.00%,0.00%,0%,0%,100%,11,4.17%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-04-12,4,2019-07-15,mbender,,,1,e43b17bb-7086-b83e-7dc3-426f1d9f0a37
article,Azure PowerShell Script Sample - Peer two virtual networks,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-powershell-sample-peer-two-virtual-networks,3,200.00%,3,2,38.45748968,1.194663235,0.00%,100.00%,0.00%,0.00%,66.67%,0.00%,33.33%,0.00%,0.00%,0%,0%,100%,47,33.33%,0.00%,0.00%,0,0,0,,,,,> 365 days,2021-01-11,6,2017-05-16,kumud,,,1,69090856-bdf6-a649-03bd-96d6bf9f3009
article,Azure CLI script sample - Filter VM network traffic,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-filter-network-traffic,2,100.00%,2,2,9.661660937,-27.60116551,0.00%,50.00%,0.00%,50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0%,0%,50%,0,1.25%,0.00%,0.00%,0,0,0,,,,,> 365 days,2020-08-06,2,2017-07-07,kumud,,,0.5,17884492-46ea-f9e7-c25e-7e18c45cdf01
article,Azure PowerShell script sample - Filter VM network traffic,https://docs.microsoft.com/en-us/azure/networking/scripts/virtual-network-powershell-filter-network-traffic,2,,2,2,9.661660937,9.661660937,0.00%,50.00%,0.00%,50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0%,0%,50%,0,0.42%,0.00%,0.00%,0,0,0,,,,,> 365 days,2021-05-28,7,2017-05-16,kumud,,,0.5,5b7da039-6cea-08fc-a9a9-b0b84f879811
how-to,Deploy IPv6 dual stack application - Basic Load Balancer - CLI,https://docs.microsoft.com/en-us/azure/load-balancer/basic/virtual-network-ipv4-ipv6-dual-stack-cli,2,,1,2,33.44308979,33.44308979,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0%,0%,100%,83,3.33%,0.00%,0.00%,0,0,0,,,,,0-90 days,2022-04-12,2,2022-03-31,allensu,,,1,eb4bb5a7-8793-3b7b-a484-ff03594a4a0d
how-to,Deploy an IPv6 dual stack application with Basic Load Balancer in Azure virtual network - Resource Manger template,https://docs.microsoft.com/en-us/azure/load-balancer/basic/ipv6-configure-template-json,1,,1,0,33.44308979,33.44308979,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0%,0%,100%,15,14.17%,0.00%,0.00%,0,0,0,,,,,> 365 days,2022-04-12,2,2020-03-31,kumud,,,1,3bb96bba-e49f-258a-d2aa-739b3333e6df
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Applied filters:
Date is April 2022
MSService is virtual-network-manager or virtual-network",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
